tweets,label
"RT @aadhiIa: ऑफिस कंगना का गिरा

और बिलबिलाने मीडिया के पालतू एंकर्स लगे 

अवैध ऑफिस गिराने में इनको फासिज्म दिखने लगा , सालों से दर्जनों…",offensive
एक अपराधी के काफिले को काले झंडे दिखाने के लिए मोदी और ढोगी योगी की गुंडों की फोज एक बेटी को प्रताड़ित करते हुए इसे कहते बेटी बचाओ बेटी मरवाओ,hate
@AcharyaPramodk क्या भारत में बिल्कुल गवार ही नेता और मंत्री बनते हैं,defamation
"200 से ज्यादा डॉक्टर्स, नर्स की इटली में मौत, भगवान वायरस से दुनिया की रक्षा करें'। इस फोटो को तमाम यूजर्स शेयर कर रहे हैं। इटली एक ऐसा देश रहा है, जहां कोरोनावायरस ने 19 हजार से ज्यादा लोगों की जान ले ली।",fake
"कानपुर में बिना मास्क के घूम रहे बकरे को पुलिस ने किया गिरफ्तार !
ये खबर सुनने के बाद बकरो में डर का माहौल फिर बकरो में मची मास्क खरीदने की होड़,कुछ सूत्रों से पता चला h की अब बकरे  कागज ढूंढ़ रहे h क्या पता कल आमित कागज मांग ले 
गुंडे नहीं पकड़ पा रहे h तो अब बकरी पकड़ रहे हैं",fake
"इन्दोरी : तुझे भी यमराज साहब घिसड़के लाये क्या ?🤔
अग्निवेश : नहीं ! यमराज मेरा फूफा लगता है ना ! भेंसे पे आगे बैठाके लाया !😝",defamation
"सुशांत केस की मुख्‍य आरोपी र‍िया चक्रवर्ती पर फैंस का गुस्‍सा सोशल मीडिया पर खूब फूट रहा है-
#SushantSinghRajput 

https://t.co/kO8PzC5dOh",non-hostile
"#Unlock4 : अनलॉक-4 से संबंधित दिशा-निर्देश जारी, जानें क्या खुलेगा क्या बंद रहेगा

https://t.co/r4kmo6Qjbj",non-hostile
यह साला छक्का जैसा क्यों कर रहा है https://t.co/AdVu0GwQDw,offensive
"प्रधानमंत्री नरेंद्र मोदी की माँ हीराबेन आज भी अस्पताल जाने के लिए ऑटो-रिक्शा लेती हैं

",fake
#शाहीन बाग में धरने पर बैठी 1300 महिलाएं गर्भवती हुई ये सब धरने पर बैठी थी या आबादी बढ़ाओ मुहिम पर🤣🤣👇,defamation
@ALIMUDDINREZA @Mayawati @narendramodi @srivatsayb @AmarBah69016253 @abdulalim91 @AmbedkarCaravan @ProfVilas @DevprakashIRS @Shilend79934803 @Ashokyadav151 आप पुलिस की बात करते हैं यह सारे कॉल बिहार से हो रही है और यह बिहार पुलिस और उत्तर प्रदेश पुलिस की मिलीभगत से ही हो रही है एक तरफ से पुलिस से डर दिखाओ दूसरी तरफ फोन पर धमकी दो तीसरी गाली गलौज अश्लील बात करो यह पूरी प्लान की तहत हो रही है,defamation
@Dr_Uditraj @INCIndia बड़े भैया सुरक्षा के ख्याल रखिएगा यह बीजेपी वाले कभी भी हमला करा देंगे आपके ऊपर भारत में रातों की हजारों की रानी की सुरक्षा मिलती है लेकिन शरीफ इंसान लोगों को नहीं यहां बदचलन को सुरक्षा मिल जाती है  इंसान को नहीं,defamation
"RT @Nattashasharrma: कौन कौन मानता है आज का मीडिया देश के 

लिए हानिकारक है.....?",hate
"क्या आपने खान गैंग की फ़िल्म Pathan का ट्रेलर dislike व रिपोर्ट किया?
#SCMonitoredCBI4SSR",fake
"तीन तियाँ नौ के बाद ...?😂 मुंह लगे बच्चों ने तीन का पहाड़ा सुनने की ज़िद की,फ़ैल हुआ मोदी !😛",defamation
"राहुल गाँधी ने कहा चीलों के बीच बेरोज़गारी के लिए बीजेपी ज़िम्मेदार

",fake
"पूरे करोना काल में टीवी पर सबसे ज्यादा
चर्चित नेता मोदी जी बने 
जबकि जलील होने के मामले में राहुल गांधी अभी भी नंबर वन पर है 😹😹😂",hate
"India-China Conflict: पैंगोंग झील पर भारत की स्थिति मजबूत, सभी संवेदनशील क्षेत्रों में आक्रामक रुख बनाए रखेगी भारतीय सेना!  https://t.co/bcrF74RBDt",non-hostile
सुबे सिंह पोरिया’ नाम के एक फ़ेसबुक यूज़र ने इस पर टेक्स्ट के साथ तस्वीर शेयर किया-“कैथरीन ब्रिज ने 17 बच्चों को जन्म देकर विश्व रिकॉर्ड बनाया है। सभी लड़के हैं,fake
"प्रज्ञा गोडसे को देशभक्त बोलती है, डिवाइडर इन चीफ गोडसे की पूजा करते हैं, क्यूंकि हमारे देश में अब आतंकी देशभक्त कहलाते हैं |
मैं नाथूराम गोडसे के बारे में दिये गए मेरे बयान के लिये देश की जनता से माफ़ी माँगती हूँ । मेरा बयान बिलकुल ग़लत था । मैं राष्ट्रपिता महात्मा गांधी जी का बहुत सम्मान करती हूँ ।
",fake
@SanjayAzadSln बताईये ऐसे ऐसे कुत्तों को जनता कैसे चुनती है? जिसे हगने के लिए न घर न सड़क में फर्क महसूस होता है।ए कमीना टिकट ब्लैकर अपनी छिछोरापन से बाज नहीं आएगा। @SanjayAzadSln,defamation
"#AarPaar सेना का पराक्रम, चीन हुआ बेदम https://t.co/nPyNQDBV26",non-hostile
"#उन्नाव_रेप_कांड के दोषी भाजपा विधायक कुलदीप सिंह सेंगर को हाई कोर्ट से मिली जमानत। अगर पीड़िता उसी जज की बेटी होती, तो भी वह जज जमानत दे देता क्या? इस हैवान ने पीड़िता के पूरे खानदान को मार डाला, फिर भी उसने जमानत दे दी। वह जज नहीं बल्कि जज के भेष में छुपा हुआ भेड़िया है।",offensive
"कोंग्रेसी बता रहे है प्रियंका वाड्रा हुकम का इक्का है। 

अबे अगर तुम्हारे पास इक्का था तो जोकर से क्यों खेल रहे थे।😂😂",hate
"@SanjayAzadSln तू बता संजू गैंडा राज्य सभा मे तू तो आतंकी मोड में था, शुभम टाकीज की आदत तेरी गयी नही चूतिये भड़वे साले",offensive
"ट्रिनबागो नाइटराइडर्स ने लगाया जीत का 'परफेक्‍ट 10', आंद्रे रसेल खाता भी नहीं खोल सके -
#CPL2020

https://t.co/PUVYgzcwAe",non-hostile
"@ChirangbGb @VEERU2121 @kpsharmaoli तभी तुम लोग अपनी मा चुदाने आते है भारत में साले भुक्के नग्गे , साले नेपाल एक भिक महंगे का देश है , तेरे बाप चाइना ने सारा नेपाल को कब्जा कर चुका है और तेरे जैसे चुतिय खाली भारत दिखता है,",defamation
"क्या चालू वित्त वर्ष की पहली तिमाही में जीडीपी के खराब आंकड़ों के लिए कोरोना आपदा जिम्मेदार है?
#GDP #CoronaPandemic #IndianEconomy",non-hostile
अंधभक्तों सालो ये बताओ कुलदीप सिंह सेंगर को जमानत क्यू मिली ? अब तो साफ समझ में आ रहा की बलात्कारी जनता पार्टी लॉकडाउन करके कांड कर रही है जो को बिना तालाबंदी के सम्भव नहीं था @Republic_Bharat @PTI_News @ndtv @RajatSharmaLive,hate
"अपनी पहचान उजागर न करने की शर्त पर बात की. कहा, “मुझे बड़े लोगों की मैयत में जाने में मज़ा आता है. एक सेलिब्रिटी की डेथ हुई इसीलिए मैं देखने आया था. मैं सोशल वर्कर हूं.” कूपर अस्पताल में काम नहीं करता, खुद को कर्मचारी बताकर पोस्टमॉर्टम रूम में घुसा था. 
https://t.co/FPLmNSXznL",non-hostile
@KanganaTeam कूतिया क्या बक रही है,offensive
@MantoRaftaar @Keshav004 @bewda_anna एक कमीना कम हों जाएगा,hate
@rajnathsingh सेना को लेकर राज्यसभा में ज्ञान की मोटरी बांट रहे थे मेरे पति को सेना से 1 जनवरी 2018 को निकाली गई आज तक उसको पेंशन नहीं दी गई 15 साल 6   महीने में सेना से निकाल दी गई 3 साल से ऊपर होने जा रही है उसकी पेंशन आजतक नहीं  मिली मजबूरन मुझे चंडीगढ़ हाई कोर्ट की सहारा लेनी पड़ी,hate
@KanganaTeam अरे रांड तुझे क्या पता खेती की abcd का कुत्ती कमीनी तूने अपनी औक़ात दिखा ही दी तुझे देश का किसान कभी माफ नही करेगा,hate
"RT @D_Tribal_: कंगना की बालकनी टूटी,
मीडिया में बहुत शोर हुआ
हरियाणा में किसानों की हड्डियां तोड़ी, 
सारे 'राष्ट्रवादी' खामोश है",fake
"देश का Oppositionभड़वे लोगों Kut..कमीनी इतना क्यों जलतेहो BJP&amp;RSS se.  देशका विपक्ष रोज बेरोजगारहो गया है इसीलिए दिन भर रोता रहता है दिन रात सोते जागते सिर्फ Modiji का नाम एक कमीनों तुमको सपनेमें भी Modiji आएंगे और सबसे बड़ा देशका गद्दार जो है वह तो दिन-रात माला जपता.
JHJB 🇮🇳🚩",hate
"#राजस्थान #अशोक #गहलोत की रैली मैं #पाकिस्तान के #झंडे | और दो सालो कांग्रेस को वोट ....... ईस हरे झंडे वाले को पहचानने कि. कोशिश करो कोन है मुझे पिछे से थोडा़ चेहरा दिखाई दिया लेकिन आप सायद पुरा पहचान सकते हो इस्लामिक नारेबाजी के बीच इस हरे झंडे फहराने वाले को पहचानने की कोशिश करो कौन है मुझे पीछे से थोडा़ चेहरा दिखाई दिया लेकिन आप शायद आप सही पहचान सकते हो।

",fake
"चप्पल जूता पहनकर भूमि पूजन
वाह मोदी हे तो मुमकिन हैं 
नकली राम भक्त",defamation
"काविड-19 के सम्बंध में राहत आयुक्त कार्यालय में राज्य स्तर पर स्थापित एकीकृत आपदा नियंत्रण केन्द्र के टोल फ्री हेल्पलाइन नं.- 1070 पर प्राप्त 1,19,913 काॅल्स में से 1,19,504 का निस्तारण किया गया है: ACS, गृह व सूचना, श्री @AwasthiAwanishK जी

@ShishirGoUP",non-hostile
"RT @Komal_433: प्राइवेट नौकरी करने वाले लड़के को अपने लिये लड़की ढूँढना

6 गेंद पर 36 रन बनाने से कम नहीं !!
😂😂🤣🤣
इसलिए निजीकरण का विरोध करो",hate
@iArmySupporter @RahulGandhi तुम्हारे बाप दादा ने कभी खेती की है  की है तो  बता प्याज में कितने पानी लगते हैं कितने बार गुराई होती है कितने बार कीटनाशक की छिड़काव होती है आलू में कितनी बार पानी और छिड़काव की जाती है गेहूं में कितने बार पानी लगते हैं गेहूं में डालने वाली कीटनाशक के नाम बता,offensive
"हरि ॐ .... हरि ॐ....शिव....शिव...शिव।

क्या बोल दिया आपने .... ? आपने तो भक्तों की
उत्पत्ति के गूढ़ रहस्यों पर बरखा कर सबकुछ उजागर
कर दिया। 

आपकी महिमा अपरंपार है ...😂😂😂🙏🙏🙏",defamation
"नसीरुद्दीन शाह की तबियत ठीक नहीं... सुना आज उनको हास्पिटल मे भर्ती किया गया है।
सभी दोस्तों से गुजारिश है कि उनके लिए दुआ करे वो जल्दी ठीक हो जाए।
#आमीन 
#RIPRishiKapoor  #RIPIrrfanKhan",fake
"शेर शिकार करने से पहले पीछे हटता ही है , वही हुआ है ....
‘2022’ से हर weekend एक-एक percent सीधे बढ़ेगी ।
फ़िलहाल ये माइनस GDP का longterm में फ़ायदा बहुत है ये आगे समझ आ जाएगा सबको ...
“I strongly Support GDP में गिरावट “",defamation
"अंध भक्तो अगर अब भी नही संभले तो वो दिन दूर नही जब एक किडनी पे जियोगे
 लिख कर पर्स में रख लो।",offensive
@INCMP साले चूतिए शिवराज सिंह बोल रहे तुम्हारा पप्पू गुरु है ना,offensive
80 के पार पेट्रोल 60 रुपया केजी के पार सब्जियां ना दाल खाने देगा न सब्जी खाने देगा ना गाड़ी चलाने देगा डेर वितना की कहानी सुने थें   हगने देंगे तो मूतने नहीं देंगे वही कहानी देश की हाल हो रखी है  दाल देंगे तो सब्जी नहीं सब्जी देंगे तो पेट्रोल नहीं  रोजगार मांगोगे मंदिर देंगे,offensive
"तेरी बीबी भी तेरे जैसी कमीनी होगी नही कबसे तेरी चुंगल से भाग जाती
कालिया की कुत्ती भी काली https://t.co/Cpw0kCDU94",hate
"@SanjayAzadSln @drharshvardhan @DrJitendraSingh और तू #भोसडी के ख़ुद लिखता है , अंग्रेज़ी आती है तेरे को? साला अनपढ़ #हरामआदमी तेरे ट्वीट तो कोई #पीएफ़आई का एजेंट लिखता होगा",fake
"@jaavedjaaferi @atulahuja_ तुमलोग कितने भी  पढ़ लिख लो ,पैसे वाले बन जाओ
 तुम लोगों की जिहादी मानसिकता नहीं जाएगी।",hate
उत्तराखंड राज्य निर्माण आन्दोलन में अपने प्राणों की आहूति देने वाले मसूरी और खटीमा गोलीकांड के अमर शहीदों को विनम्र श्रद्धांजलि।,non-hostile
"आरएसएस युवाओं ने दलित ईसाई महिला पर हमला किया था।
एक महिला को निर्वस्त्र कर सड़क पर घुमाया जा रहा है।


",fake
"चीनियों ने जो ज़मीन ली है वो वापिस कब लेगी सरकार- पाहुल बाबा

पहले तेरे जीजा जी ने ज़मीन कब्जा रखी है वो वापिस लाओ - जनता.😡",hate
"पश्चिम बंगाल में हूगली के तेलिनीपारा,चंदननगर में #मुसलमानों द्वारा #दलित_हिंदुओं के घरों को जलाया जा रहा है पूरा राज्य मुसलमानों के कब्जे में है..
दलितों का ढोंगी मसीहा @BhimArmyChief अपना राजनीतिक स्वार्थ पुरा करने के लिए इन मीमो की लूँगियो में घुस कर बैठा हैं.
@KailashOnline",hate
"मोदी जी के लिए विकास का अर्थ है सभी उद्योगों और व्यवसायों का निजीकरण करना!

यह दक्षिणपंथी राजनीतिक सोच और औद्योगिक नीति है, इसमें समाजिक न्याय का कोई स्थान नहीं होता

सही माईने में देश की प्रगति तभी संभव है, जब समाज के हर तबके को साथ लेकर चला जाए!",hate
"एक खबर- 'सुशांत सिंह राजपूत की मौत के मामले में कोई श्रृति मोदी भी जांच और संदेह के दायरे में'
और पप्पू की आंखों में चमक आ गई-
लो जी, प्रधानमंत्री मोदी, सुशांत सिंह राजपूत के हत्यारे हैं! मोदीजी ने अनिल अंबानी की जेब में करोड़ों डालर डालने के लिए श्रृति मोदी से हत्या करवाई है।",defamation
@DeepikaSRajawat वार नाचने वाली भ्रस्ट के साथ साथ कमीनी भी होती है जो अपने गुलाम मुतपीबी को छोड़ विदेश भाग जाया करती है,offensive
"वालीवुड वालों ने गद्दार हिजड़ो की फौज बना रखी है क्या 🤔

कंगना के स्पोर्ट में वॉलीवुड का - कोई - भी भाड़ नही आया 🤔 - यह सब नकली हीरो है इन को पहचानो.",defamation
मदरजात कमीनी लोगों को क्यों बेबकूफ बना रही है कि ये UP पुलिस ने किया यह UP क्या हिंदुस्तान में कहीं की भी पुलिस नहीं है यह देश के बाहर का फोटो है।सुवरिया क्यों लोगों को मिसगाइड कर रही है।आरक्षण की पैदाइश सुवंरिया। https://t.co/snWyXwrhH7,offensive
आगरा: अस्पताल में भर्ती हुए 28 कोरोना मरीजों की 48 घंटे के भीतर ही मौत।,fake
"इंडिया पोस्ट में स्टाफ कार ड्राइवर, ग्रामीण डाक सेवक और एडमिनिस्ट्रेटिव ऑफिसर के पद पर भर्ती की जा रही हैं।",fake
"मध्यप्रदेश प्रभारी माननीय @AapKaGopalRai जी के साथ मध्यप्रदेश कार्यकारिणी की ज़ूम एप्प पर बैठक हुई जिसमें 1 सितंबर से प्रदेश की 230 विधानसभाओं में ""ऑक्सीजन जाँच अभियान"" चलाने का महत्वपूर्ण निर्णय लिया गया।
@PankajSinghAAP https://t.co/HCXadWzj6y",non-hostile
"पालघर की तर्ज पर पंजाब के होशियार पुर में संत पुष्पेंद्र स्वरूप जी महाराज पर शांतिदूतों ने हमला किया है, जब वो घर पर बेटे के साथ थे!!

आखिर ये साधु संत की हत्या कांग्रेस शासित राज्यो में ही क्यों हो रही है.??😡😡",fake
"कोरोना वायरस टेस्‍ट में पॉजिटिव निकला क्रिकेटर, मैच बीच में ही रोककर करना पड़ा रद्द -
#CoronaOutbreak 

https://t.co/RccDtNCTYT",non-hostile
उपमुख्यमंत्री @Dchautala  ने कहा कि हरियाणा देश का ऐसा पहला राज्य होगा जो अपनी नई उद्योग नीति में ऐरो-स्पेस और एविएशन को भी थ्रस्ट-सेक्टर के तौर पर फोकस करेगा। https://t.co/VSGHldAeAu,non-hostile
"वो जानवरों तक के ""चारे"" में बम मिला देते हैं 

आप उनसे ""भाईचारे"" की बात करते हो उनसे बड़े जाहिल तो आप हो..😡",offensive
हम कहीं भी रह रहे हो लेकिन कोई हमारी जन्मभूमि को गलत बोले ये हमें कतई पसंद नहीं....,defamation
#NewsAlert | 'बैड बॉय बिलिनियर्स' को लेकर मेहुल चौकसी की याचिका पर केंद्र और नेटफ्लिक्स को दिल्ली HC का नोटिस,non-hostile
"@RahulGandhi अबे गद्दार ,चुतिया,
साले नीदरलैंड में मस्ती करने गया है और वहां बैठकर तुझे किसानों की चिंता हो रही है।कमीना",hate
"गणित की मुश्किलों को आसान बनाने वाले प्रयागराज के इस टीचर को मिलेगा राज्य शिक्षक पुरस्कार

https://t.co/AwWk2Yfpac",non-hostile
ट्रंप के सपनों को साकार करते हुए मदर ट्रेसा भक्त नरेंद्र मोदी की सरकार ने आंध्र प्रदेश के तिरुपति बालाजी मंदिर को चर्च के हवाले,defamation
"तुम आने वाला चुनाव लिखो
मैं बेरोजगार लिखूंगा
कहीं सूखा कहीं बाढ़ लिखूंगा
स्कूल कॉलेज अस्पताल लिखूंगा
तुम झूठे वादे लिखो
मैं वादों का हर हिसाब लिखूंगा।",defamation
@SanjayAzadSln @drharshvardhan @DrJitendraSingh साले चोर संजय सिंह  😠😠😠,defamation
"Bihar Board 12th Exam: बिहार बोर्ड इंटरमीडिएट परीक्षा फॉर्म भरने की डेट बढ़ी, जानें- कब तक भर सकेंगें फॉर्म

#BiharBoard #Bihar #BiharBoard12thExam

https://t.co/S03zkydGxT",non-hostile
@Kaganawat_Dee कुत्ता कमीना सुअर का पिल्ला हैं,offensive
"RT @_Pb_swain_: केंद्र में फिल्म मंत्रालय बने और उसकी मंत्री कंगना रनौत बने यही समय की मांग है,,

कौन-कौन सहमत है मेरी बात से 🤔❓",offensive
"सुनने में आ रहा है कि ""ठोको ताली"" दोगला दोबारा ""बीजेपी"" का दरवाजा खटखटा रहा है😒
बीजेपी वालों लात मारो इस कुत्ते को😂",offensive
"प्रशांत भूषण की मुश्किलें बढ़ी, अब बार काउंसिल ऑफ इंडिया करेगा कार्रवाई 
#PrashantBhushan 
https://t.co/PFM9Pxsp5N",non-hostile
"@NareshMendirat1 @Krishan01Pal @DHSO5epabReDFuc दहेज हत्या को धंदा बना दिया है क्योंकि महिला के परिजनों का आरोप लगाना ही काफी होता है और फैसले के नाम पर मोटी रकम वसूलते है। कुत्ते के बीज होते है जो झूठा दहेज हत्या का आरोप लगाते है।
एक दहेज हत्या के झूठे केस में मोटा माल मिलने के बाद लड़की का भाई कहता हमे जमीन का मुआवजा मिला है",offensive
"हमारे देवी देवताओं के लिए गंदी गाली सुनने के बाद अब तो साफ लगता है...
""मज़हब ही सिखाता है हिंदुओं से बैर रखना"" 🤔",hate
"RT @SandeepVishwa_: तुम रोक ना पाओगे वह तूफान बनकर आएगा, आज का बेरोजगार युवा तुम्हारी सत्ता उखाड़ ले जाएगा।
#बेरोजगार_सप्ताह",hate
"बीजेपी के ख़िलाफ फतवा जारी | बीजेपी को हराना जरूरी है | मुसलमान बीजेपी के ख़िलाफ वोट दें: दारुल उलूम देवबंद

",fake
"@9TI7qgZXEaGoVMM: LAC पर बढ़ा तनाव:
चीन से निपटने के लिए एक्‍शन मोड़ में डोभाल और राजनाथ",hate
"118 चाइनीज App block.
GDP is -23%
अब तो पक्का GDP (118-23=+95%) हो ही जाएगी. वाह मोदी जी वाह.",defamation
@_DeewanaDev @SanjayAzadSln @Amitjanhit @AishwaryVerma9 @singharti411 @negisachin254 @koushikM_ शेर कौन है ?🤔🤔 साला टिकट ब्लैक में बेच ता था 5 के 10 बोल के ।,offensive
"चाहर और गायकवाड़ फिलहाल क्वारंटीन है
@ChennaiIPL #IPL2020

https://t.co/NZxb4eaRJc",non-hostile
मुकेश माथुर का कॉलम: फांसी के डीआईवाई से लेकर इस ‘सख्त’ इंटरव्यू तक…सरोकारों वाली यह पत्रकारिता इतिहास याद रखेगा https://t.co/licfvrLrLj #Opinion #Columnist @mukesh1275,non-hostile
"IPL 2020: बीसीसीआई ने CRED को IPL का ऑफिशियल पार्टनर किया घोषित
@BCCI @CRED_club #IPL2020 
https://t.co/uPTJCM28Y3",non-hostile
उदितराज जी हिम्मत  जुटा कर उस नेता के लिए कुछ कह दीजिये जिसके स्वागत में मुंबई स्टेशन पर पाकिस्तान जिंदाबाद के नारे लगे विरोध कर दें मान्य होगा की आप देशभक्त हैं वरना अनर्गल प्रलाप न करें,hate
"आर्मी में चमचा गिरी की परंपरा को 
इसने शुरू किया है ।

सत्ता के एजेण्डे का भाषा बोलता है ।",defamation
"@LambaAlka भाजपा “सांसद”
के संस्कारवान सुपुत्र सिकंदर खेर हैं ये,क्या NCB इनसे पूछेगी कि बेटा ये कोकीन कहाँ से आयी. https://t.co/CmXvjxsmXm",offensive
"@DrTaKoMD में आपके समर्थन में पूरी तरह से हू , देश में मीडिया ने हाहाकार मचा रखा है सो कर उठेंगे सुबह सीधा कॉरोना अपडेट, इनके पास कुछ काम नहीं है, कोरोना।  पर देश में गंदी राजनीति अब हो रही है , ओर डॉक्टर झूठी रिपोर्ट बना कर इसके पीछे अंग तस्करी व्यापार कर रहे, @nehabatham03 @WHO",non-hostile
"दिल्ली के अशोक नगर में मस्जिद को तोड़ा गया और जलाया गया

",fake
@Dr_Uditraj @INCIndia मोदी देशद्रोही चोर की औलाद चीन के  हाथों देश बेच देगी यह चोर लुटेरा अंग्रेज की नाजायज संतान,hate
@BhaAditi खुले मे तो तु हग रही है काँग्रेसी कुतिया,hate
"बॉलीवुड के एक भी जिहादी सुशांत सिंह राजपूत के इंसाफ के लिए आवाज नहीं उठाया,

और ये अपने मूर्ख लोग 300 रुपए जेब से निकाल कर उनकी फिल्म देखने घुस जाते है.😡",hate
"जीडीपी मोर को दाना खिलाने से नही।
 देश के मुद्दे में सोच कर काम करने से बढ़ेगा।",hate
"@anuragkashyap72 कहा है ये हरामखोर अनुराग कश्यप जो अभी तक गिरफ्तारी नहीं हुई इसकी साला ये हरामखोर का बच्चा आतंकी उमर खालिद को चला था बचाने लेकिन इस हराम खोर कुत्ते को समझ लेना चाहिए कि सच को कोई छुपा नहीं सकता देश का सबसे बड़ा बलात्कारी है जो लड़कियों का बलात्कार करता है, ये दोगल https://t.co/epOC46J1uF",defamation
"@Bebaak_Ladka @babu_saffron अर्पित का छोटा है।
वाया - पड़ोस वाली कुतिया",offensive
फटा दूध पीने से इम्युनिटी बढ़ती है और ऐसा करना कोरोना से लड़ने के लिए फायदेमंद है।,fake
शाम को प्रदेश कार्यालय में युवा साथियों ने पार्टी की सदस्यता ग्रहण की। https://t.co/NT0DkkUfr2,non-hostile
@LambaAlka केजरीवाल संघ शाखा की पैदाइश है संघ शाखा जिस तरह आतंक फैलती है झूठ फैलाती है उसी से इसने बचपन से शिक्षा दीक्षा ली है इसने तो प्लाज्मा डोनेट करके कोरोना परसेंट ठीक कर रही थी यह सब भ्रष्टाचार के जरिए अधिकारी बना  है ज्ञान नहीं इसके पास,hate
@PChidambaram_IN @AlziberQuan यह किसान के लिए उतना ही फायदा मंद है जितना कि नोटबंदी थी जितना कि 24 दिन में कोरोना खत्म करने वाली बात थी इसकी नजर कृषि पर पड़ी हुई है किसान की जमीन पर किसान की फसल पर  अंग्रेज के गंदे  खून है भारतीय खून यह सबके अंदर नहीं अंबानी अडानी के पालतू कुत्ते हैं,hate
"👆देखो और ध्यान दो और क्या हो रहा है हमारे देश में 🤔🤨🤨🤨🤨🤨
हमारे धर्म ग्रंथों में मिलावट करने का कार्य जोरों से चल रहा है,,,, 🙄🙄🙄
आने वाले 20 साल बाद हमारी अगली पीढ़ियां ये #मिलावटी वेद, पुराण, उपनिषद पढ़ेंगे। 
जागो हिन्दू जागो ।। 
@nshuklain @AchAnkurArya @noconversion",fake
डिजिटल दिखाकर भारत की सारी सम्पत्ति बेच दिया अब स्कूल बंध करके भारत के फिर से गुलाम बनाने का प्लान तैयार है। Corona दिखाकर शिक्षा छीन लिया अब स्कूल बंध होगी। ईवीएम की नाजायज सरकार ने भारत को भिखारी ओर लाचार बनाया है,defamation
"#इमाम_हुसैन ने सर कटा कर दुनिया को हक इंसानियत भाई चारा और जुल्म के आगे नतमस्तक न कर, सर कटाना बेहतर समझा, इसीलिए आज भी हुसैन जिंदाबाद है।
#TheMessageOfKarbala 
#KashmirSecondPalestine ",offensive
"नेपाल के प्रधानमंत्री के पी ओली ने ठोंका ताजमहल पर दावा?
कहाँ शाहजहाँ था नेपाली उसका असली नाम शाहाबजी था मगर भारतीयों ने उसको शाहजहाँ बना दिया, नेपाल जल्द ही UN में इसके उपर पिटीशन दाखिल करेगा 
जोय शाब्जी ",fake
@KanganaTeam नोसो चूहे खाकर कुतिया हज को चली।,defamation
"RT @D_Tribal_: कितने पैसे या प्रलोभन मिले होंगे कंगना को
GDP,अर्थव्यवस्था.....
बेरोज़गारी,करोना,लद्दाख के मुद्दे से लोगों काध्यान भटकाने के…",hate
"#MannKiBaat के वीडियो पर घमासान #Dislike के बाद #BJP पर नई चोट

#PrashantBhushan को एक रुपये के #Fine पर खूब ली गई मौज

इस बच्ची को पतंग में फंसा देख, हर कोई डर गया
@ktakshish #SocialList
https://t.co/fYDQuI4pfD",non-hostile
"कुछ वक्त के लिए वक्त और किस्मत,
 क्या खराब हो गए।
कभी जिनकी मिसालें दिया करते थे,
आज वो कुत्ते भी गद्दार हो गए।

#रण_में_भगवाधारी 🚩🚩

#सरदार_के_साथ_शायरी 

@RealSardaarTSM @GalaxyAbhishek @Daksha_013 
@Hukum24Singh @SuryaDevSingh0",hate
“विकीलीक्स ने खुलासा किया है कि राउल विंची शादीशुदा है। इसके 2 बच्चे हैं जो लन्दन में रहते है। इसकी बीबी कोलंबियन है। पहली संतान 14 वर्ष का लड़का नियाक है और दूसरी सन्तान माइनक 10 साल की लड़की है। अविवाहित कहकर राहुल गांधी देश को गुमराह कर रहा है!”,defamation
"बीते तीन महीनों में हरी सब्जियों की कीमतें दोगुनी और तिगुनी तक बढ़ी हैं. | #VegetablePrice
https://t.co/iiCgcDD6az",non-hostile
"हनुमानगढ़: चाकू लेकर बैंक लूटने आए बदमाश की लोगों ने कर दी धुनाई, भागने के दौरान पत्थर मार कर किया घायल https://t.co/iyR4FRAGX3 #Hanumangarh #Rajasthan",non-hostile
"Rhea का परिवार पूरा होने में बस NIA की ही कमी है! 
दीदी 
@Tweet2Rhea
 एक बार वो फोल्डिड हैंड्स 
वाला ट्वीट चिपका कर NIA की माँग कर लो गृह मंत्री जी से! भगवान आप पर मेहरबान चल रहा है! 
#FirstConfessionOut",defamation
"आज से पूरे देश में अनलॉक 4 लागू होने जा रहा है। इसके लिए गृह मंत्रालय ने एक दिशा-निर्देश जारी किए हैं -
#Unlock4 

https://t.co/LN0Ux097tx",non-hostile
"Durgesh Yadav चला रहा था सरकारी विभागों में नौकरी दिलाने का नेटवर्क!| High Alert | ABP Ganga
https://t.co/8FsoSsiJp1",non-hostile
शिक्षक जो सारी प्रक्रिया पूरी कर चुके हैं उनकी वेदना और दर्द मुख्यमंत्री .@ChouhanShivraj और स्कूल शिक्षा मंत्री .@Indersinghparm9 को अगर समझ न आ रहा हो तो आपके इंसान होने पे शंका होती है। तत्काल इन शिक्षकों को ज्वाईनिंग दीजिये और बच्चों का भविष्य बनाने का काम इनको करने दीजिए। https://t.co/zDWcwZxzPG,non-hostile
